ks,hs,Gs_exact,E_estimate
0.0,2.25,,-83.10872610398397
0.031578947368421054,2.25,,(-83.07562027440139-1.1556296014985513e-05j)
0.06315789473684211,2.25,,(-82.97326294339554-4.358891524648304e-06j)
0.09473684210526316,2.25,,(-82.79901401179232-2.406821319990837e-05j)
0.12631578947368421,2.25,,(-82.54603074491719+1.9723616378898992e-05j)
0.15789473684210525,2.25,,(-82.20292202678763+1.30754727106186e-05j)
0.18947368421052632,2.25,,(-81.74563975252644+0.00036065307043858216j)
0.2210526315789474,2.25,,(-81.10711839029923+0.0010431858714870896j)
0.25263157894736843,2.25,,(-80.12263102357483-0.41729335171806986j)
0.28421052631578947,2.25,,(-79.53165663422077-0.9535959023328221j)
0.3157894736842105,2.25,,(-78.92083857893259-1.4834364209917412j)
0.3473684210526316,2.25,,(-78.32411490542225-2.085849412313405j)
0.37894736842105264,2.25,,(-77.75681560104785-2.7180941277987425j)
0.4105263157894737,2.25,,(-77.20060978315321-3.387236910189784j)
0.4421052631578948,2.25,,(-76.66459232228415-4.0945819510075045j)
0.4736842105263158,2.25,,(-76.1494941486009-4.813538948415542j)
0.5052631578947369,2.25,,(-75.65535809964894-5.556545142484712j)
0.5368421052631579,2.25,,(-75.15545568941225-6.335714323068107j)
0.5684210526315789,2.25,,(-74.65925339185002-7.101935075650313j)
0.6,2.25,,(-74.17203924139547-7.9023342264282075j)
