ks,hs,Gs_exact,E_estimate,re_E,M_z_exact,M_z_estimate,M_x_exact,M_x_estimate
0.5684210526315789,1.5,(-24.587832027497562+2.598722004630279j),(-24.56440743761718+2.6047645269944546j),0.0009784269459455503,-0.22859128744433083,-0.230409,0.7374902930672124,0.7356082057761804
0.5368421052631579,1.5,(-25.002483876913395-1.9973926676354203j),(-24.999347544407872+1.9873839424259714j),0.15886912949710372,0.1860316700248671,-0.18691500000000005,0.7543189968422294,0.7539151986585961
0.5052631578947369,1.5,(-25.46639218903683+1.3863149947129543j),(-25.479627880904864+1.3540854981126327j),0.00136611035561264,-0.1371874213518026,-0.130568,0.7727297603733473,0.7748773499373062
0.47368421052631576,1.5,(-25.998310730669946+0.758226770769603j),(-25.816043297677012+0.7889664152878415j),0.007106724793596614,-0.08003504802567979,-0.09005700000000001,0.7933488866618547,0.7834517822899447
0.4421052631578947,1.5,(-26.810916703350987-7.48277768957209e-13j),(-26.36173285582403+0.20172543131063247j),0.018365710781184708,8.42416414403857e-14,-0.026039000000000007,0.8244322624857233,0.8040731231220161
0.41052631578947363,1.5,(-27.750518399532712+1.1369631979774984e-13j),(-26.841494593062357-0.023368329113014348j),0.032767824704550114,-1.3954115640757436e-14,-0.0020340000000000007,0.8597644491889048,0.8242462813119777
0.56842105,1.5,(-24.58783206061634+2.598721954742544j),(-24.56440743761718+2.6047645269944546j),0.0009784287458760499,-0.22859128411434956,-0.226664,0.7374902944258733,0.7361026386923405
0.599999997368421,1.5,(-24.204886784447453+3.196669942358092j),(-24.204251105015608+3.195779857436908j),4.479911084422929e-05,-0.26638916303154836,-0.26739100000000005,0.7216179511133329,0.7209204807438339
0.6315789447368421,1.5,(-23.84720948593859+3.794199493890661j),(-23.840745164677877+3.7879567690160783j),0.00037215989569375506,-0.3003741278512362,-0.30070300000000005,0.7065002637587698,0.7052401112676929
0.6631578921052631,1.5,(-23.509873184377206+4.392183444464344j),(-23.508973415617255+4.38435474695373j),0.0003294875787844435,-0.3311566895872194,-0.33270999999999995,0.6919932235817933,0.6922955607150086
0.6947368394736841,1.5,(-23.189358226045144-4.991450399211071j),(-23.1830195111803+4.988986336365615j),0.42075206948378385,0.35923317403122607,-0.3605860000000001,0.6779961539384091,0.6774022490505904
0.7263157868421052,1.5,(-22.883238227259405-5.592512992398948j),(-22.889590140903895+5.588705343418383j),0.4746510888595591,0.38499183782815904,-0.38329499999999994,0.6644441074600026,0.6655305465733063
0.7578947342105262,1.5,(-22.589668206702793+6.195639000949555j),(-22.58569912622875+6.192144343417505j),0.00022576560621769074,-0.40874007439854587,-0.409774,0.651290022943067,0.6515268000467994
0.7894736815789473,1.5,(-22.30718393197747+6.800988651235421j),(-22.3077947507267+6.795575175059801j),0.00023360289795811283,-0.43072928268067495,-0.43246900000000005,0.6384972705931894,0.6376724510581941
0.8210526289473683,1.5,(-22.034610731893004-7.408660435186988j),(-22.033960049249824+7.405191047131905j),0.6372434295250687,0.45116842538371926,-0.45166600000000007,0.6260367650951958,0.626107285775725
0.5228070222222223,1.5,(-25.20078671697907+1.7269569472706507j),(-25.206538157200203+1.7169973621327244j),0.0004553057834464417,-0.16516198844557636,-0.166191,0.7622429937312617,0.7616089587812208
0.5087719344444445,1.5,(-25.41151920525137-1.4545299139518058j),(-25.338322948214117+1.460132995285995j),0.11454716159227964,0.14294517990070318,-0.14527500000000002,0.7705752314108727,0.7666873421181121
0.4947368466666667,1.5,(-25.636026123097018-1.1815804282625728j),(-25.691941713905926+1.206393264554324j),0.0930758588157019,0.11941504218086516,-0.120962,0.7793525415697208,0.7794421233212007
0.4807017588888889,1.5,(-25.872932233100933-0.9040920350023214j),(-25.876613197022614+0.8972434180970071j),0.06958007078518977,0.09403876918321075,-0.085916,0.7885214646170242,0.7848333798562318
0.46666667111111115,1.5,(-26.135648075719924+0.6041142978697881j),(-26.163246008682695+0.6505539304486689j),0.0020664010734245636,-0.06472653129817713,-0.073139,0.7986274425735844,0.7964215210351088
0.45263158333333336,1.5,(-26.468524024955567+0.3052999961286176j),(-26.341047713103034+0.60101496189221j),0.012165378837810699,-0.033724999245554485,-0.044196000000000006,0.8113496849667908,0.802863221057248
0.4385964955555556,1.5,(-26.978144136311+3.8377781861578304e-14j),(-26.47766494370405+0.07949476241183365j),0.018783843349737147,-4.3923198411732756e-15,-0.013294000000000002,0.8308341941928321,0.8117400251105329
0.4245614077777778,1.5,(-27.416304824207593+2.012697290649645e-14j),(-26.69553770023665-0.0036462531891906422j),0.02629006175188727,-2.0886070650760757e-15,0.003605,0.8473360439368407,0.8192439630860446
0.41052632,1.5,(-27.750518307708028-1.5276612988130805e-14j),(-26.841494593062357-0.023368329113014348j),0.03276782150513359,1.627170620466245e-15,-0.002513000000000001,0.8597644457884517,0.8245843424064018
